game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
41,2013-01-27,28.07671233,MIA,BOS,L (-2),51:56:00,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,34,27.9,-2
42,2013-01-30,28.08493151,MIA,BRK,W (+20),34:17:00,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,24,19.8,22
43,2013-02-01,28.09041096,MIA,IND,L (-13),41:58:00,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,28,20.3,-9
44,2013-02-03,28.09589041,MIA,TOR,W (+15),39:44:00,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,30,27.9,29
45,2013-02-04,28.09863014,MIA,CHA,W (+5),38:00:00,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,31,30.6,8
46,2013-02-06,28.10410959,MIA,HOU,W (+6),36:37:00,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,32,24.9,4
47,2013-02-08,28.10958904,MIA,LAC,W (+22),30:59:00,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,30,26,21
48,2013-02-10,28.11506849,MIA,LAL,W (+10),36:15:00,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,32,26.5,7
49,2013-02-12,28.12054795,MIA,POR,W (+13),38:45:00,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,30,35,21
50,2013-02-14,28.1260274,MIA,OKC,W (+10),40:02:00,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,39,33.5,15
51,2013-02-20,28.14246575,MIA,ATL,W (+13),39:31:00,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,24,27.4,16
52,2013-02-21,28.14520548,MIA,CHI,W (+19),34:29:00,11,15,0.733,1,4,0.25,3,3,1,1,11,12,7,2,0,4,26,26,6
53,2013-02-23,28.15068493,MIA,PHI,W (+24),31:30:00,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,16,20.7,14
54,2013-02-24,28.15342466,MIA,CLE,W (+4),38:51:00,10,19,0.526,0,1,0,8,11,0.727,2,1,3,8,1,0,2,28,23.8,6
55,2013-02-26,28.15890411,MIA,SAC,W (+12),47:45:00,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,40,44.2,11
56,2013-03-01,28.16712329,MIA,MEM,W (+7),42:06:00,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,18,19.3,-1
57,2013-03-03,28.17260274,MIA,NYK,W (+6),42:50:00,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,29,27.2,9
58,2013-03-04,28.17534247,MIA,MIN,W (+16),34:53:00,9,16,0.563,1,4,0.25,1,1,1,1,9,10,4,3,2,7,20,14.8,10
59,2013-03-06,28.18082192,MIA,ORL,W (+1),38:13:00,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,26,19.6,8
60,2013-03-08,28.18630137,MIA,PHI,W (+9),34:14:00,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,25,22.6,19
61,2013-03-10,28.19178082,MIA,IND,W (+14),36:21:00,5,10,0.5,0,0,,3,5,0.6,1,5,6,7,1,1,4,13,11.6,23
62,2013-03-12,28.19726027,MIA,ATL,W (+17),30:07:00,3,11,0.273,0,2,0,9,12,0.75,3,4,7,7,2,0,4,15,13.1,21
63,2013-03-13,28.2,MIA,PHI,W (+4),37:14:00,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,27,22.9,7
64,2013-03-15,28.20547945,MIA,MIL,W (+13),38:14:00,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,28,22.2,5
65,2013-03-17,28.2109589,MIA,TOR,W (+17),33:50:00,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,22,23,10
66,2013-03-18,28.21369863,MIA,BOS,W (+2),42:15:00,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,37,30.4,13
67,2013-03-20,28.21917808,MIA,CLE,W (+3),42:19:00,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,25,25.4,1
68,2013-03-22,28.22465753,MIA,DET,W (+14),39:53:00,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,29,30.2,14
69,2013-03-24,28.23013699,MIA,CHA,W (+32),34:10:00,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,32,36.7,22
70,2013-03-25,28.23287671,MIA,ORL,W (+14),38:45:00,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,24,22.8,25
71,2013-03-27,28.23835616,MIA,CHI,L (-4),39:56:00,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,32,27.9,2
72,2013-03-29,28.24383562,MIA,NOH,W (+19),32:13:00,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,36,30.8,19
73,2013-04-06,28.26575342,MIA,PHI,W (+19),29:42:00,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,27,24.2,22
74,2013-04-09,28.2739726,MIA,MIL,W (+11),30:04:00,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,28,28.3,21
75,2013-04-12,28.28219178,MIA,BOS,W (+8),28:51:00,8,10,0.8,0,0,,4,4,1,1,5,6,9,0,0,1,20,23.3,6
76,2013-04-14,28.28767123,MIA,CHI,W (+12),34:51:00,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,24,20.7,8
1,2013-10-29,28.83013699,MIA,CHI,W (+12),38:01:00,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,17,16.9,8
2,2013-10-30,28.83287671,MIA,PHI,L (-4),36:38:00,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,25,21.4,-8
3,2013-11-01,28.83835616,MIA,BRK,L (-1),42:14:00,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,26,19.9,-3
4,2013-11-03,28.84383562,MIA,WAS,W (+10),34:41:00,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,25,17,16
5,2013-11-05,28.84931507,MIA,TOR,W (+9),36:01:00,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,35,33.9,3
6,2013-11-07,28.85479452,MIA,LAC,W (+5),37:09:00,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,18,10.8,-1
7,2013-11-09,28.86027397,MIA,BOS,L (-1),36:32:00,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,25,23.1,5
8,2013-11-12,28.86849315,MIA,MIL,W (+23),29:58:00,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,33,21.6,14
9,2013-11-15,28.87671233,MIA,DAL,W (+6),36:58:00,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,39,31.2,0
10,2013-11-16,28.87945205,MIA,CHA,W (+16),31:55:00,13,18,0.722,0,0,,4,4,1,1,3,4,7,1,1,3,30,27.4,7
11,2013-11-19,28.88767123,MIA,ATL,W (+16),30:42:00,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,13,9.6,14
12,2013-11-20,28.89041096,MIA,ORL,W (+28),29:05:00,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,21,20.1,23
13,2013-11-23,28.89863014,MIA,ORL,W (+2),37:35:00,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,22,22.5,7
14,2013-11-25,28.90410959,MIA,PHO,W (+15),33:21:00,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,35,31.6,1
15,2013-11-27,28.90958904,MIA,CLE,W (+11),37:06:00,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,28,26.3,0
16,2013-11-29,28.91506849,MIA,TOR,W (+7),36:27:00,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,27,20.5,3
17,2013-12-01,28.92054795,MIA,CHA,W (+1),38:16:00,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,26,22.7,-4
18,2013-12-03,28.9260274,MIA,DET,L (-10),36:58:00,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,23,17.3,-6
19,2013-12-05,28.93150685,MIA,CHI,L (-20),33:18:00,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,21,15.2,-21
20,2013-12-07,28.9369863,MIA,MIN,W (+21),30:34:00,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,21,20.6,9
21,2013-12-08,28.93972603,MIA,DET,W (+15),35:01:00,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,24,21.1,18
22,2013-12-10,28.94520548,MIA,IND,L (-6),38:32:00,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,17,12,-2
23,2013-12-14,28.95616438,MIA,CLE,W (+7),40:37:00,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,25,30,6
24,2013-12-16,28.96164384,MIA,UTA,W (+23),33:49:00,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,30,29.9,24
25,2013-12-18,28.96712329,MIA,IND,W (+3),36:14:00,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,24,23.8,16
26,2013-12-20,28.97260274,MIA,SAC,W (+19),30:40:00,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,18,21.6,14
27,2013-12-23,28.98082192,MIA,ATL,W (+2),45:38:00,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,38,32.6,-4
28,2013-12-25,28.98630137,MIA,LAL,W (+6),35:48:00,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,19,12.8,0
29,2013-12-27,28.99178082,MIA,SAC,L (-5),43:43:00,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,33,26.1,-10
30,2013-12-30,29,MIA,DEN,W (+3),39:44:00,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,26,23.4,4
31,2014-01-02,29.00821918,MIA,GSW,L (-9),39:34:00,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,26,15.3,-11
32,2014-01-04,29.01369863,MIA,ORL,W (+16),35:55:00,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,15,12.7,17
33,2014-01-05,29.01643836,MIA,TOR,W (+5),37:47:00,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,30,26.5,1
34,2014-01-07,29.02191781,MIA,NOP,W (+19),35:15:00,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,32,25.2,19
35,2014-01-09,29.02739726,MIA,NYK,L (-10),41:25:00,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,32,23.9,1
36,2014-01-10,29.03013699,MIA,BRK,L (-9),49:22:00,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,36,25.7,-1
37,2014-01-15,29.04383562,MIA,WAS,L (-17),41:04:00,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,25,20.9,-15
38,2014-01-17,29.04931507,MIA,PHI,W (+15),36:31:00,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,21,22.6,17
39,2014-01-18,29.05205479,MIA,CHA,W (+8),44:52:00,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,34,25.7,15
40,2014-01-20,29.05753425,MIA,ATL,L (-7),38:43:00,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,30,21.9,0
41,2014-01-21,29.06027397,MIA,BOS,W (+7),38:48:00,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,29,23.1,10
42,2014-01-23,29.06575342,MIA,LAL,W (+7),37:18:00,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,27,22.2,4
43,2014-01-26,29.0739726,MIA,SAS,W (+12),27:43:00,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,18,12.4,22
44,2014-01-29,29.08219178,MIA,OKC,L (-17),42:10:00,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,34,24.8,-17
45,2014-02-01,29.09041096,MIA,NYK,W (+15),39:06:00,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,30,29.1,14
46,2014-02-03,29.09589041,MIA,DET,W (+6),38:19:00,9,19,0.474,0,3,0,6,8,0.75,1,7,8,11,2,2,1,24,26,6
47,2014-02-05,29.10136986,MIA,LAC,W (+4),40:47:00,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,31,27.7,3
48,2014-02-08,29.10958904,MIA,UTA,L (-5),39:21:00,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,13,4.5,0
49,2014-02-11,29.11780822,MIA,PHO,W (+6),40:59:00,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,37,30.6,8
50,2014-02-12,29.12054795,MIA,GSW,W (+1),42:16:00,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,36,32.4,-2
51,2014-02-18,29.1369863,MIA,DAL,W (+11),38:28:00,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,42,37.4,19
52,2014-02-20,29.14246575,MIA,OKC,W (+22),33:24:00,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,33,22.6,9
53,2014-02-27,29.16164384,MIA,NYK,W (+26),36:38:00,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,31,25.1,21
54,2014-03-01,29.16712329,MIA,ORL,W (+14),31:13:00,8,12,0.667,0,2,0,4,5,0.8,1,8,9,7,4,0,2,20,24,14
55,2014-03-03,29.17260274,MIA,CHA,W (+17),41:12:00,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,61,48.8,16
56,2014-03-04,29.17534247,MIA,HOU,L (-3),36:38:00,9,18,0.5,0,3,0,4,6,0.667,1,0,1,6,3,0,1,22,18.7,-15
57,2014-03-06,29.18082192,MIA,SAS,L (-24),38:04:00,6,18,0.333,0,3,0,7,9,0.778,3,5,8,7,2,0,5,19,11.5,-10
58,2014-03-09,29.1890411,MIA,CHI,L (-7),45:19:00,8,23,0.348,1,3,0.333,0,0,,1,8,9,8,3,1,4,17,12.1,6
59,2014-03-10,29.19178082,MIA,WAS,W (+9),36:45:00,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,23,23.8,16
60,2014-03-12,29.19726027,MIA,BRK,L (-1),38:03:00,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,19,15.1,2
61,2014-03-14,29.20273973,MIA,DEN,L (-4),39:50:00,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,21,13.3,-8
62,2014-03-16,29.20821918,MIA,HOU,W (+9),42:52:00,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,24,16.4,11
63,2014-03-18,29.21369863,MIA,CLE,W (+4),41:40:00,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,43,42,11
64,2014-03-21,29.22191781,MIA,MEM,W (+5),38:01:00,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,15,14.4,4
65,2014-03-22,29.22465753,MIA,NOP,L (-10),41:59:00,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,25,22.8,-6
66,2014-03-24,29.23013699,MIA,POR,W (+2),38:22:00,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,32,25,4
67,2014-03-26,29.23561644,MIA,IND,L (-1),43:24:00,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,38,27.4,2
68,2014-03-28,29.24109589,MIA,DET,W (+32),29:46:00,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,17,22.9,32
69,2014-03-29,29.24383562,MIA,MIL,W (+21),30:03:00,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,13,7.1,19
70,2014-03-31,29.24931507,MIA,TOR,W (+10),38:53:00,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,32,23.5,22
71,2014-04-02,29.25479452,MIA,MIL,W (+19),29:21:00,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,17,16.7,18
72,2014-04-04,29.26027397,MIA,MIN,L (-1),47:57:00,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,34,26.6,7
73,2014-04-06,29.26575342,MIA,NYK,W (+11),42:47:00,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,38,28.3,2
74,2014-04-08,29.27123288,MIA,BRK,L (-1),37:08:00,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,29,26.8,-2
75,2014-04-09,29.2739726,MIA,MEM,L (-5),41:22:00,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,37,28.4,-8
76,2014-04-11,29.27945205,MIA,IND,W (+12),34:52:00,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,36,28.2,13
77,2014-04-12,29.28219178,MIA,ATL,L (-13),37:21:00,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,27,18,-13
1,2014-10-30,29.83287671,CLE,NYK,L (-5),43:14:00,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,17,3.2,-13
2,2014-10-31,29.83561644,CLE,CHI,W (+6),41:40:00,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,36,27.4,-3
3,2014-11-04,29.84657534,CLE,POR,L (-19),34:56:00,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,11,8.8,-15
4,2014-11-05,29.84931507,CLE,UTA,L (-2),42:02:00,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,31,23.5,3
5,2014-11-07,29.85479452,CLE,DEN,W (+9),39:38:00,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,22,20.3,14
6,2014-11-10,29.8630137,CLE,NOP,W (+7),40:26:00,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,32,29.8,15
7,2014-11-14,29.8739726,CLE,BOS,W (+1),40:51:00,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,41,29.5,10
8,2014-11-15,29.87671233,CLE,ATL,W (+33),28:54:00,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,32,27.2,14
9,2014-11-17,29.88219178,CLE,DEN,L (-9),40:34:00,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,22,14.6,-13
10,2014-11-19,29.88767123,CLE,SAS,L (-2),34:06:00,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,15,10.3,-3
11,2014-11-21,29.89315068,CLE,WAS,L (-13),39:02:00,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,22,13.2,-13
12,2014-11-22,29.89589041,CLE,TOR,L (-17),37:17:00,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,15,11.8,-8
13,2014-11-24,29.90136986,CLE,ORL,W (+32),31:00:00,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,29,31.2,19
14,2014-11-26,29.90684932,CLE,WAS,W (+26),36:05:00,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,29,27.6,24
15,2014-11-29,29.91506849,CLE,IND,W (+12),31:44:00,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,19,12.7,14
16,2014-12-02,29.92328767,CLE,MIL,W (+3),41:05:00,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,26,16.6,15
17,2014-12-04,29.92876712,CLE,NYK,W (+3),39:31:00,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,19,16.2,12
18,2014-12-05,29.93150685,CLE,TOR,W (+14),42:27:00,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,24,24.3,11
19,2014-12-08,29.93972603,CLE,BRK,W (+22),33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,18,14.2,20
20,2014-12-09,29.94246575,CLE,TOR,W (+4),41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,35,29.9,7
21,2014-12-12,29.95068493,CLE,NOP,L (-5),37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,41,33.1,-3
22,2014-12-15,29.95890411,CLE,CHO,W (+9),40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,27,26.9,16
23,2014-12-17,29.96438356,CLE,ATL,L (-29),29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,21,14.5,-18
24,2014-12-19,29.96986301,CLE,BRK,W (+4),39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,22,15.7,-5
25,2014-12-21,29.97534247,CLE,MEM,W (+14),37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,25,20.6,8
26,2014-12-23,29.98082192,CLE,MIN,W (+21),34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,24,18.8,22
27,2014-12-25,29.98630137,CLE,MIA,L (-10),40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,30,21.6,-9
28,2014-12-26,29.9890411,CLE,ORL,W (+9),36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,29,24.3,7
29,2014-12-28,29.99452055,CLE,DET,L (-23),31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,17,6.8,-17
30,2015-01-13,30.03835616,CLE,PHO,L (-7),36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,33,23.6,4
31,2015-01-15,30.04383562,CLE,LAL,W (+7),38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,36,28,15
32,2015-01-16,30.04657534,CLE,LAC,W (+5),42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,32,18.9,8
33,2015-01-19,30.05479452,CLE,CHI,W (+14),36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,26,11.4,16
34,2015-01-21,30.06027397,CLE,UTA,W (+14),35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,26,22.6,14
35,2015-01-23,30.06575342,CLE,CHO,W (+39),26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,25,28.5,31
36,2015-01-25,30.07123288,CLE,OKC,W (+10),38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,34,25.3,5
37,2015-01-27,30.07671233,CLE,DET,W (+8),35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,32,21.7,0
38,2015-01-30,30.08493151,CLE,SAC,W (+11),33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,19,14.6,13
39,2015-01-31,30.08767123,CLE,MIN,W (+16),39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,36,27.7,25
40,2015-02-02,30.09315068,CLE,PHI,W (+13),35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,18,11.9,19
41,2015-02-05,30.10136986,CLE,LAC,W (+11),27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,23,22.2,28
42,2015-02-06,30.10410959,CLE,IND,L (-4),38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,25,12.9,-3
43,2015-02-08,30.10958904,CLE,LAL,W (+15),30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,22,17.2,15
44,2015-02-11,30.11780822,CLE,MIA,W (+20),31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,18,11.6,19
45,2015-02-12,30.12054795,CLE,CHI,L (-15),34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,31,12.3,-27
46,2015-02-20,30.14246575,CLE,WAS,W (+38),25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,28,20.8,30
47,2015-02-22,30.14794521,CLE,NYK,W (+18),27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,18,12.3,14
48,2015-02-24,30.15342466,CLE,DET,W (+9),39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,19,13.3,27
49,2015-02-26,30.15890411,CLE,GSW,W (+11),36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,42,32.2,9
50,2015-03-01,30.16712329,CLE,HOU,L (-2),42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,37,20.8,-8
51,2015-03-03,30.17260274,CLE,BOS,W (+31),25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,27,23.2,35
52,2015-03-04,30.17534247,CLE,TOR,W (+8),37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,29,27.6,6
53,2015-03-06,30.18082192,CLE,ATL,L (-9),40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,18,10.8,-4
54,2015-03-07,30.18356164,CLE,PHO,W (+10),36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,17,10.2,19
55,2015-03-10,30.19178082,CLE,DAL,W (+33),28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,27,26.6,27
56,2015-03-12,30.19726027,CLE,SAS,W (+3),43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,31,25.5,3
57,2015-03-15,30.20547945,CLE,ORL,W (+15),34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,21,27.8,25
58,2015-03-16,30.20821918,CLE,MIA,L (-14),35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,26,14.1,-17
59,2015-03-18,30.21369863,CLE,BRK,W (+25),34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,16,12.9,13
60,2015-03-20,30.21917808,CLE,IND,W (+3),39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,29,18.2,-7
61,2015-03-22,30.22465753,CLE,MIL,W (+18),39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,28,28.4,4
62,2015-03-25,30.23287671,CLE,MEM,W (+22),31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,20,16,31
63,2015-03-27,30.23835616,CLE,BRK,L (-8),38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,24,24.8,-1
